0,1,2,3,4,5,6,LABEL
V1367,V136,V13,V10-V1999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
79415,7941,794,790-79699,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
9606,960,96,87-9999,00-9999,,,PROCEDURES
1453,145,140-14999,140-23999,001-99999,,,DISEASES AND INJURIES
0044,004,00-0099,00-9999,,,,PROCEDURES
4210,421,420-42999,390-45999,001-99999,,,DISEASES AND INJURIES
E0002,E000,E000-E0009,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
66503,6650,665,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
0920,092,090-09999,001-13999,001-99999,,,DISEASES AND INJURIES
66501,6650,665,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
37906,3790,379,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
64733,6473,647,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
8195,819,81,76-8499,00-9999,,,PROCEDURES
E9348,E934,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
37414,3741,374,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
E9272,E927,E916-E9289,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
87329,8732,873,870-87999,870-89799,800-99999,001-99999,DISEASES AND INJURIES
71598,7159,715,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
E9274,E927,E916-E9289,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
53110,5311,531,530-53999,520-57999,001-99999,,DISEASES AND INJURIES
01634,0163,016,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
7611,761,760-76399,760-77999,001-99999,,,DISEASES AND INJURIES
0393,039,03,01-0599,00-9999,,,PROCEDURES
45384,4538,453,451-45999,390-45999,001-99999,,DISEASES AND INJURIES
8260,826,820-82999,800-82999,800-99999,001-99999,,DISEASES AND INJURIES
63601,6360,636,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
77581,7758,775,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
8281,828,820-82999,800-82999,800-99999,001-99999,,DISEASES AND INJURIES
V6111,V611,V61,V60-V6999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V0759,V075,V07,V07-V0999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
1230,123,120-12999,001-13999,001-99999,,,DISEASES AND INJURIES
20125,2012,201,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
64851,6485,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
0473,047,04,01-0599,00-9999,,,PROCEDURES
9145,914,910-91999,800-99999,001-99999,,,DISEASES AND INJURIES
30721,3072,307,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
30723,3072,307,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
33989,3398,339,339-33999,320-38999,001-99999,,DISEASES AND INJURIES
5855,585,580-58999,580-62999,001-99999,,,DISEASES AND INJURIES
V7241,V724,V72,V70-V8299,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
65981,6598,659,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
1699,169,16,08-1699,00-9999,,,PROCEDURES
2115,211,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
0810,081,080-08899,001-13999,001-99999,,,DISEASES AND INJURIES
2259,225,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
63421,6342,634,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
7925,792,79,76-8499,00-9999,,,PROCEDURES
81306,8130,813,810-81999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
4387,438,430-43899,390-45999,001-99999,,,DISEASES AND INJURIES
1139,113,11,08-1699,00-9999,,,PROCEDURES
72763,7276,727,725-72999,710-73999,001-99999,,DISEASES AND INJURIES
71141,7114,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
7788,778,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
36261,3626,362,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
66480,6648,664,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
30541,3054,305,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
00322,0032,003,001-00999,001-13999,001-99999,,DISEASES AND INJURIES
7840,784,780-78999,780-79999,001-99999,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
20018,2001,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
01570,0157,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
17339,1733,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
8843,884,88,87-9999,00-9999,,,PROCEDURES
3861,386,38,35-3999,00-9999,,,PROCEDURES
0476,047,04,01-0599,00-9999,,,PROCEDURES
40491,4049,404,401-40599,390-45999,001-99999,,DISEASES AND INJURIES
9221,922,92,87-9999,00-9999,,,PROCEDURES
44282,4428,442,440-44999,390-45999,001-99999,,DISEASES AND INJURIES
44284,4428,442,440-44999,390-45999,001-99999,,DISEASES AND INJURIES
29605,2960,296,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
29603,2960,296,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
8303,830,83,76-8499,00-9999,,,PROCEDURES
71936,7193,719,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
71934,7193,719,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
1120,112,110-11899,001-13999,001-99999,,,DISEASES AND INJURIES
74103,7410,741,740-75999,001-99999,,,DISEASES AND INJURIES
V6141,V614,V61,V60-V6999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
3957,395,39,35-3999,00-9999,,,PROCEDURES
78630,7863,786,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
5208,520,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
V490,V49,V40-V4999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
1918,191,190-19999,140-23999,001-99999,,,DISEASES AND INJURIES
09949,0994,099,090-09999,001-13999,001-99999,,DISEASES AND INJURIES
E8294,E829,E826-E8299,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
99569,9956,995,990-99599,800-99999,001-99999,,DISEASES AND INJURIES
7675,767,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
E9455,E945,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E9453,E945,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
30122,3012,301,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
85409,8540,854,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
0502,050,050-05999,001-13999,001-99999,,,DISEASES AND INJURIES
E9961,E996,E990-E9999,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9066,906,905-90999,800-99999,001-99999,,,DISEASES AND INJURIES
7678,767,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
71663,7166,716,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
65380,6538,653,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
9995,999,99,87-9999,00-9999,,,PROCEDURES
00846,0084,008,001-00999,001-13999,001-99999,,DISEASES AND INJURIES
00844,0084,008,001-00999,001-13999,001-99999,,DISEASES AND INJURIES
7730,773,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
4131,413,410-41499,390-45999,001-99999,,,DISEASES AND INJURIES
2149,214,210-22999,140-23999,001-99999,,,DISEASES AND INJURIES
4552,455,451-45999,390-45999,001-99999,,,DISEASES AND INJURIES
64250,6425,642,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
80155,8015,801,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
40403,4040,404,401-40599,390-45999,001-99999,,DISEASES AND INJURIES
9106,910,91,87-9999,00-9999,,,PROCEDURES
0031,003,00-0099,00-9999,,,,PROCEDURES
85192,8519,851,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
78940,7894,789,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
5239,523,520-52999,520-57999,001-99999,,,DISEASES AND INJURIES
95201,9520,952,950-95799,800-99999,001-99999,,DISEASES AND INJURIES
66604,6660,666,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
8198,819,81,76-8499,00-9999,,,PROCEDURES
8182,818,81,76-8499,00-9999,,,PROCEDURES
E0064,E006,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
V182,V18,V10-V1999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
0091,009,00-0099,00-9999,,,,PROCEDURES
80516,8051,805,805-80999,800-82999,800-99999,001-99999,DISEASES AND INJURIES
T066,T052,,,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
83911,8391,839,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
2939,293,29,21-2999,00-9999,,,PROCEDURES
47411,4741,474,470-47899,460-51999,001-99999,,DISEASES AND INJURIES
66093,6609,660,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
32081,3208,320,320-32699,320-38999,001-99999,,DISEASES AND INJURIES
66091,6609,660,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
80185,8018,801,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
7422,742,740-75999,001-99999,,,,DISEASES AND INJURIES
7224,722,720-72499,710-73999,001-99999,,,DISEASES AND INJURIES
8001,800,80,76-8499,00-9999,,,PROCEDURES
9013,901,90,87-9999,00-9999,,,PROCEDURES
66424,6642,664,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
E9300,E930,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
9950,995,990-99599,800-99999,001-99999,,,DISEASES AND INJURIES
T184,T033,T077,,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
73315,7331,733,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
17369,1736,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
9971,997,996-99999,800-99999,001-99999,,,DISEASES AND INJURIES
9773,977,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
2107,210,21,21-2999,00-9999,,,PROCEDURES
43830,4383,438,430-43899,390-45999,001-99999,,DISEASES AND INJURIES
3084,308,300-31699,290-31999,001-99999,,,DISEASES AND INJURIES
V736,V73,V70-V8299,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
20048,2004,200,200-20899,140-23999,001-99999,,DISEASES AND INJURIES
7985,798,79,76-8499,00-9999,,,PROCEDURES
30580,3058,305,300-31699,290-31999,001-99999,,DISEASES AND INJURIES
6762,676,67,65-7199,00-9999,,,PROCEDURES
8890,889,88,87-9999,00-9999,,,PROCEDURES
8692,869,86,85-8699,00-9999,,,PROCEDURES
80495,8049,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
V5877,V587,V58,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
V5875,V587,V58,V50-V5999,V01-V9199,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
78341,7834,783,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
38801,3880,388,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
9755,975,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
9814,981,98,87-9999,00-9999,,,PROCEDURES
74760,7476,747,740-75999,001-99999,,,DISEASES AND INJURIES
94413,9441,944,940-94999,800-99999,001-99999,,DISEASES AND INJURIES
4142,414,41,40-4199,00-9999,,,PROCEDURES
05921,0592,059,050-05999,001-13999,001-99999,,DISEASES AND INJURIES
56781,5678,567,560-56999,520-57999,001-99999,,DISEASES AND INJURIES
7599,759,740-75999,001-99999,,,,DISEASES AND INJURIES
3949,394,393-39899,390-45999,001-99999,,,DISEASES AND INJURIES
73630,7363,736,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
4469,446,44,42-5499,00-9999,,,PROCEDURES
E8200,E820,E820-E8259,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
71857,7185,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
77087,7708,770,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
77085,7708,770,764-77999,760-77999,001-99999,,DISEASES AND INJURIES
1418,141,140-14999,140-23999,001-99999,,,DISEASES AND INJURIES
642,64,60-6499,00-9999,,,,PROCEDURES
38583,3858,385,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
85230,8523,852,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
2972,297,295-29999,290-29999,290-31999,001-99999,,DISEASES AND INJURIES
55013,5501,550,550-55399,520-57999,001-99999,,DISEASES AND INJURIES
1649,164,16,08-1699,00-9999,,,PROCEDURES
55011,5501,550,550-55399,520-57999,001-99999,,DISEASES AND INJURIES
85232,8523,852,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
931,930-93999,800-99999,001-99999,,,,DISEASES AND INJURIES
V626,V62,V60-V6999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
6399,639,63,60-6499,00-9999,,,PROCEDURES
9642,964,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
9998,999,99,87-9999,00-9999,,,PROCEDURES
8775,877,87,87-9999,00-9999,,,PROCEDURES
E8604,E860,E860-E8699,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
78863,7886,788,780-78999,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
71887,7188,718,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
01711,0171,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
9438,943,94,87-9999,00-9999,,,PROCEDURES
0973,097,09,08-1699,00-9999,,,PROCEDURES
9073,907,90,87-9999,00-9999,,,PROCEDURES
9603,960,96,87-9999,00-9999,,,PROCEDURES
27909,2790,279,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
99651,9965,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
E8262,E826,E826-E8299,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
83312,8331,833,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
E8260,E826,E826-E8299,E800-E8489,E000-E9999,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
83310,8331,833,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
27702,2770,277,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
27700,2770,277,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
72409,7240,724,720-72499,710-73999,001-99999,,DISEASES AND INJURIES
4710,471,470-47899,460-51999,001-99999,,,DISEASES AND INJURIES
1801,180,18,18-2099,00-9999,,,PROCEDURES
2643,264,260-26999,240-27999,001-99999,,,DISEASES AND INJURIES
2999,299,29,21-2999,00-9999,,,PROCEDURES
37650,3765,376,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
03640,0364,036,030-04199,001-13999,001-99999,,DISEASES AND INJURIES
9153,915,91,87-9999,00-9999,,,PROCEDURES
E8859,E885,E880-E8889,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
1351,135,13,08-1699,00-9999,,,PROCEDURES
83941,8394,839,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
6929,692,690-69899,680-70999,001-99999,,,DISEASES AND INJURIES
2777,277,270-27999,240-27999,001-99999,,,DISEASES AND INJURIES
8760,876,870-87999,870-89799,800-99999,001-99999,,DISEASES AND INJURIES
52872,5287,528,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
27482,2748,274,270-27999,240-27999,001-99999,,DISEASES AND INJURIES
9694,969,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
64810,6481,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
68601,6860,686,680-68699,680-70999,001-99999,,DISEASES AND INJURIES
9532,953,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
E9949,E994,E990-E9999,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
E9539,E953,E950-E9599,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
2646,264,260-26999,240-27999,001-99999,,,DISEASES AND INJURIES
2448,244,240-24699,240-27999,001-99999,,,DISEASES AND INJURIES
80439,8043,804,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
5513,551,550-55399,520-57999,001-99999,,,DISEASES AND INJURIES
65951,6595,659,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
80232,8023,802,800-80499,800-82999,800-99999,001-99999,DISEASES AND INJURIES
04590,0459,045,045-04999,001-13999,001-99999,,DISEASES AND INJURIES
713,71,65-7199,00-9999,,,,PROCEDURES
29661,2966,296,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
79531,7953,795,790-79699,780-79999,001-99999,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
3814,381,38,35-3999,00-9999,,,PROCEDURES
2759,275,270-27999,240-27999,001-99999,,,DISEASES AND INJURIES
71100,7110,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
38202,3820,382,380-38999,320-38999,001-99999,,DISEASES AND INJURIES
5934,593,590-59999,580-62999,001-99999,,,DISEASES AND INJURIES
2533,253,249-25999,240-27999,001-99999,,,DISEASES AND INJURIES
90182,9018,901,900-90499,800-99999,001-99999,,DISEASES AND INJURIES
8695,869,86,85-8699,00-9999,,,PROCEDURES
5294,529,52,42-5499,00-9999,,,PROCEDURES
2439,243,24,21-2999,00-9999,,,PROCEDURES
5110,511,51,42-5499,00-9999,,,PROCEDURES
8511,851,85,85-8699,00-9999,,,PROCEDURES
9563,956,950-95799,800-99999,001-99999,,,DISEASES AND INJURIES
63500,6350,635,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
9721,972,97,87-9999,00-9999,,,PROCEDURES
1761,176,170-17699,140-23999,001-99999,,,DISEASES AND INJURIES
36340,3634,363,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
29514,2951,295,295-29999,290-29999,290-31999,001-99999,DISEASES AND INJURIES
V521,V52,V50-V5999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
6492,649,64,60-6499,00-9999,,,PROCEDURES
3352,335,33,30-3499,00-9999,,,PROCEDURES
6395,639,634-63999,630-67999,001-99999,,,DISEASES AND INJURIES
1161,116,11,08-1699,00-9999,,,PROCEDURES
4562,456,45,42-5499,00-9999,,,PROCEDURES
65683,6568,656,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
8468,846,840-84899,800-99999,001-99999,,,DISEASES AND INJURIES
52550,5255,525,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
99695,9969,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
3679,367,360-37999,320-38999,001-99999,,,DISEASES AND INJURIES
99693,9969,996,996-99999,800-99999,001-99999,,DISEASES AND INJURIES
34571,3457,345,340-34999,320-38999,001-99999,,DISEASES AND INJURIES
85011,8501,850,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
83200,8320,832,830-83999,800-99999,001-99999,,DISEASES AND INJURIES
T026,T021,T017,T072,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
7706,770,764-77999,760-77999,001-99999,,,DISEASES AND INJURIES
66203,6620,662,660-66999,630-67999,001-99999,,DISEASES AND INJURIES
E0071,E007,E001-E0309,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
7782,778,77,76-8499,00-9999,,,PROCEDURES
1881,188,179-18999,140-23999,001-99999,,,DISEASES AND INJURIES
4199,419,41,40-4199,00-9999,,,PROCEDURES
51630,5163,516,510-51999,460-51999,001-99999,,DISEASES AND INJURIES
7244,724,720-72499,710-73999,001-99999,,,DISEASES AND INJURIES
8706,870,87,87-9999,00-9999,,,PROCEDURES
36403,3640,364,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
8626,862,86,85-8699,00-9999,,,PROCEDURES
29181,2918,291,290-29499,290-29999,290-31999,001-99999,DISEASES AND INJURIES
0864,086,080-08899,001-13999,001-99999,,,DISEASES AND INJURIES
5088,508,500-50899,460-51999,001-99999,,,DISEASES AND INJURIES
797,797-79999,780-79999,001-99999,,,,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
1438,143,140-14999,140-23999,001-99999,,,DISEASES AND INJURIES
9683,968,960-97999,800-99999,001-99999,,,DISEASES AND INJURIES
01755,0175,017,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
9973,997,99,87-9999,00-9999,,,PROCEDURES
01575,0157,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
01573,0157,015,010-01899,001-13999,001-99999,,DISEASES AND INJURIES
9960,996,99,87-9999,00-9999,,,PROCEDURES
17302,1730,173,170-17699,140-23999,001-99999,,DISEASES AND INJURIES
V698,V69,V60-V6999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
71144,7114,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
3310,331,330-33799,320-38999,001-99999,,,DISEASES AND INJURIES
9429,942,94,87-9999,00-9999,,,PROCEDURES
71146,7114,711,710-71999,710-73999,001-99999,,DISEASES AND INJURIES
9333,933,93,87-9999,00-9999,,,PROCEDURES
85199,8519,851,850-85499,800-99999,001-99999,,DISEASES AND INJURIES
9531,953,95,87-9999,00-9999,,,PROCEDURES
0022,002,001-00999,001-13999,001-99999,,,DISEASES AND INJURIES
65103,6510,651,650-65999,630-67999,001-99999,,DISEASES AND INJURIES
6824,682,680-68699,680-70999,001-99999,,,DISEASES AND INJURIES
7134,713,710-71999,710-73999,001-99999,,,DISEASES AND INJURIES
E9458,E945,E930-E9499,E000-E9999,,,,SUPPLEMENTARY CLASSIFICATION OF EXTERNAL CAUSES OF INJURY AND POISONING
37116,3711,371,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
0783,078,07,06-0799,00-9999,,,PROCEDURES
3986,398,39,35-3999,00-9999,,,PROCEDURES
56981,5698,569,560-56999,520-57999,001-99999,,DISEASES AND INJURIES
73073,7307,730,730-73999,710-73999,001-99999,,DISEASES AND INJURIES
63542,6354,635,634-63999,630-67999,001-99999,,DISEASES AND INJURIES
24290,2429,242,240-24699,240-27999,001-99999,,DISEASES AND INJURIES
741,74,72-7599,00-9999,,,,PROCEDURES
37850,3785,378,360-37999,320-38999,001-99999,,DISEASES AND INJURIES
V585,V58,V50-V5999,V01-V9199,,,,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES
52131,5213,521,520-52999,520-57999,001-99999,,DISEASES AND INJURIES
64893,6489,648,640-64999,630-67999,001-99999,,DISEASES AND INJURIES
75249,7524,752,740-75999,001-99999,,,DISEASES AND INJURIES
75247,7524,752,740-75999,001-99999,,,DISEASES AND INJURIES
